Merge_Parameter_1,Latitude,Longitude,Distance,Depth_m,Bottom_Depth,Cast_Depth_m,Season,Water,Season_Water,Glacier_Name,Environ,Full_Sample_Environ,Specific_Environ,Glacial_Environ,Plume,Station_Name,Station_Number,CTD_ID,Cast_Number,ID,Trace_Metal_ID,sampname,Core_Bag,Chla_ug_L,Delta_DI13C,DIC_Conc_ppm_13C,DIC_Conc_uM,DOC_Conc_uM,TN_Conc_uM,Delta_DO13C,H1,P3,P2,H2,P1,Fmax_Sum,H1_Norm,PD_Norm,P2_Norm,HD_Norm,P1_Norm,Humic,Spring_Protein,Summer_Protein,Protein,Abs_255,SiO4_uM,PO4_uM,NO2_uM,NO3_uM,NH3_uM,Del_H,Del_O,Fraction,Ca_Ion,Mg_Ion,K_Ion,Na_Ion,MSA_Ion,Cl_Ion,Br_Ion,NO3_Ion,SO4_Ion,Notes,File_Name,Depth_m_Rounded,Temp_C,Salinity_PSU,Dis_O2_Conc,Dis_O2_Sat,Chl_A_ug_L,PAR,Turbidity_NTU,Density_R,Density,Station_ID,Day,GPS_Points,Cast_Type,Transect,Glacier,Transect_Point,CTD_Index,Date,Time_Local,Li_ppb_Dissolved,B_ppb_Dissolved,Na_ppb_Dissolved,Mg_ppb_Dissolved,Al_ppb_Dissolved,K_ppb_Dissolved,Ca_ppb_Dissolved,Ti_ppb_Dissolved,V_ppb_Dissolved,Cr_ppb_Dissolved,Fe_ppb_Dissolved,Mn_ppb_Dissolved,Ni_ppb_Dissolved,Cu_ppb_Dissolved,Zn_ppb_Dissolved,As_ppb_Dissolved,Se_ppb_Dissolved,Rb_ppb_Dissolved,Sr_ppb_Dissolved,Y_ppb_Dissolved,Zr_ppb_Dissolved,Mo_ppb_Dissolved,Sb_ppb_Dissolved,Ba_ppb_Dissolved,La_ppb_Dissolved,Ce_ppb_Dissolved,Nd_ppb_Dissolved,Pb_ppb_Dissolved,Th_ppb_Dissolved,U_ppb_Dissolved,Li_ppb_Colloidal,B_ppb_Colloidal,Na_ppb_Colloidal,Mg_ppb_Colloidal,Al_ppb_Colloidal,K_ppb_Colloidal,Ca_ppb_Colloidal,Ti_ppb_Colloidal,V_ppb_Colloidal,Cr_ppb_Colloidal,Fe_ppb_Colloidal,Mn_ppb_Colloidal,Ni_ppb_Colloidal,Cu_ppb_Colloidal,Zn_ppb_Colloidal,As_ppb_Colloidal,Se_ppb_Colloidal,Rb_ppb_Colloidal,Sr_ppb_Colloidal,Y_ppb_Colloidal,Zr_ppb_Colloidal,Mo_ppb_Colloidal,Sb_ppb_Colloidal,Ba_ppb_Colloidal,La_ppb_Colloidal,Ce_ppb_Colloidal,Nd_ppb_Colloidal,Pb_ppb_Colloidal,Th_ppb_Colloidal,U_ppb_Colloidal
Terr_NA,75.690072,-83.24175,0,0,NA,NA,Spring,Glacial,Spring_Fresh,Sverdrup,Glaciated,Glacial_Spring,Glacial,Surface,Clear,Surface_Ice_Camp,NA,NA,NA,SVD-S-SI1,S_SI1_0.02um,SpringEM001SVD0009SEM.txt,1007,NA,NA,NA,NA,23.18850172,0.923977136,NA,0.058870026,1.090289187,0.224328812,0.026200752,0.449052715,1.848741493,0.031843298,0.589746696,0.121341363,0.01417221,0.242896433,0.046015508,0.832643129,0.121341363,0.953984492,0.001276725,NA,NA,NA,NA,NA,-195.18,-25.37,0.855969894,0.047295248,0.014592856,0.0275921,0.049671808,0,0.115018545,0.013294475,0.027847074,0.034348534,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,50.9,18.7,4.4,14,82,,,,3.37,0.16,,,6.87,,,,0.12,,,,,,,,,,,,,,209.8,9.3,2.4,16,38,,,,5.51,,,0.11,4.56,,,,,,,,0.1,,,,,,,
Terr_NA,75.680422,-83.241139,0,0,NA,NA,Spring,Glacial,Spring_Fresh,Sverdrup,Glaciated,Glacial_Spring,Glacial,Surface,Clear,Surface_Ice_Upglacier,NA,NA,NA,SVD-S-SI2,S_SI2_0.02um,SpringEM001SVD0002SEM.txt,1008,NA,NA,NA,NA,7.712310111,1.513445335,NA,0.030322202,0.228933835,0,0.041645734,0.478768032,0.779669803,0.038891082,0.293629219,0,0.053414578,0.614065121,0.09230566,0.90769434,0,0.90769434,0.001806897,NA,NA,NA,NA,NA,-208.12,-26.88,0.907629148,0.042214142,0.013537611,0.0275921,0.037871267,0,0.085059359,0.013254551,0.04078627,0.03196584,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,44.3,7.6,3.5,15,62,,,,0.37,,,,5.56,,,,,,,,,,,,,,,,,,172,4.2,2.1,14,28,,,,1.14,,,,1.3,,,,,,,,,,,,,,,
Terr_NA,75.690072,-83.24175,0,0,NA,NA,Spring,Glacial,Spring_Fresh,Sverdrup,Glaciated,Glacial_Spring,Glacial,Surface,Clear,Surface_Snow_Camp,NA,NA,NA,SVD-S-SS1,S_SS1_0.02um,SpringEM001SVD0007SEM.txt,1009,NA,NA,NA,NA,16.88493412,2.166434171,NA,0.02599747,1.013383369,0.036143741,0.005531415,0.813805711,1.894861706,0.013719983,0.534805979,0.019074606,0.002919166,0.429480267,0.016639149,0.964286246,0.019074606,0.983360852,0.004577605,NA,NA,NA,NA,NA,-297.32,-38.52,1.305850154,0.079680108,0.039893911,0.0275921,0.192383902,0,0.439421139,0.015849569,0.125664994,0.338366086,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,132.4,44.3,13.9,15,68,0.08,,,1.61,0.31,,0.35,3.58,,,,0.27,,,,,,,,,0.13,,0.8,,,267.8,32.9,4.1,15,50,0.12,,,2.14,0.25,0.1,0.26,8.43,,,,0.19,,,,,,,,,,,
Terr_NA,75.680422,-83.241139,0,0,NA,NA,Spring,Glacial,Spring_Fresh,Sverdrup,Glaciated,Glacial_Spring,Glacial,Surface,Clear,Surface_Snow_Upglacier,NA,NA,NA,SVD-S-SS2,S_SS2_0.02um,SpringEM001SVD0005SEM.txt,1010,NA,NA,NA,NA,20.59938723,2.617033688,NA,0.226649469,1.164311757,1.009518887,0,0.796373733,3.196853846,0.070897664,0.364205501,0.315785124,0,0.249111712,0.070897664,0.613317213,0.315785124,0.929102337,0.011671546,NA,NA,NA,NA,NA,-256.95,-33.35,1.128977078,0.108383563,0.047814457,0.027809854,0.170971447,0,0.364184463,0.014392367,0.146088185,0.258593031,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,196.9,75.1,3.7,16,135,0.09,,,0.73,0.45,,,3.62,,,,0.37,,,,,,,,,,,,,,336.5,56.1,3.3,16,98,0.13,,,1.55,0.36,,,5.47,,,,0.27,,,,,,,,,,,
Terr_NA,76.33236,-81.134696,0,0,NA,NA,Summer,Glacial,Summer_Fresh,Fram_Fiord,Unglaciated,Glacial,Glacial,Proglacial,Clear,Fram_Fiord_Braided_Stream ,NA,NA,NA,Ter_62,TMD_3,Vag_FW_001_Sample0006,62,NA,4.21,1.34,111.9160236,9.196714476,1.417292002,NA,0.159487986,0.026951768,0.51574688,0.193288735,0.078493657,0.973969027,0.163750573,0.0276721,0.52953109,0.198454704,0.080591533,0.362205277,0.108263633,0.52953109,,0.006387335,0.85,0.07,0.01,1.52,0.89,-178.7,-23.53,0.793020869,1.447813113,1.024398205,0.226852826,0.910860145,0.00407302,1.496191427,0.01119011,0.070670816,0.721782817,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,1.4,897,841,4.9,216,1676,2.13,0.21,0.11,3.2,4.39,,,0.82,,,0.24,3.24,,,0.18,,,,,,,,,0.2,2,1173,1107,70,299,2349,3.81,0.35,,80.7,6.53,,0.14,,,,0.42,4.65,,,0.25,,1.06,0.13,0.21,,,,
Terr_NA,NA,NA,0,0,NA,NA,Summer,Glacial,Summer_Fresh,Fram_Fiord,Unglaciated,Glacial,Glacial,Proglacial,Clear,Fram_Fiord_Delta,NA,NA,NA,Ter_73,TMD_4,Vag_FW_001_Sample0004,73,NA,-4.14,1.63,135.9607957,11.88547156,2.259281075,NA,0.236244401,0.073126731,0.428561609,0.172562705,0.067949548,0.978444994,0.241448832,0.074737703,0.438002761,0.176364238,0.069446467,0.41781307,0.14418417,0.438002761,,0.008495069,0.55,0.11,0,1.56,1.06,-179.4,-23.65,0.79712624,3.721476149,1.43117721,0.539007789,3.583633992,0.00407302,5.045465435,0.013157932,0.245234174,1.228315476,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,7.4,2906,1279,33.2,536,2562,2.83,1.04,0.22,3.7,3.02,,0.16,0.44,0.24,,0.35,5.79,,,0.76,,,,,,,,,0.3,6.9,2702,1193,69.1,507,2542,3.5,1.04,,71,3.01,,0.15,,0.23,,0.41,5.93,,,0.72,,0.9,0.13,0.24,,,,
Terr_NA,76.324451,-81.14187,0,0,NA,NA,Summer,Estuary,Summer_Estuary,Fram_Fiord,Unglaciated,Estuary,Estuary,Brackish,Clear,Fram_Fiord_Low_Tide,NA,NA,NA,Est_75,TMD_6,O2I_SW2_003_Sample0030,75,NA,NA,NA,237.3327765,27.96841894,3.607674722,-26.1,0.281317628,0.192657968,0.251253822,0.06628119,0.078377135,0.869887743,0.323395323,0.221474517,0.288834765,0.076195108,0.090100287,0.399590431,0.311574804,0.288834765,,0.006103193,2.69,0.08,0.02,1.43,2.47,-172.4,-22.74,0.765993842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.61,150,56504,50652,12,16531,17694,16.9,4.67,0.35,6.6,15.1,0.36,6.99,0.27,1.51,3.72,4.22,239,,,1.52,,6.79,,,,,,0.12,6.36,153,52281,46925,13.2,15301,17383,16.5,3.21,0.26,5.2,15,0.32,8.95,94.4,1.13,3.22,4.08,243,,,1.45,,7.17,,,,,,
VIO_22,75.745318,-83.286913,0.88,7,172,160,Summer,Marine,Summer_Marine,Sverdrup,Glaciated,Plume,Surface,Marine,Plume,VIO,22,VIO_22_7,2,VIO_22_2,,O2I_SW_002_Sample0024,37,0.6745,6,10.74,1724.490986,179.8547497,7.465806894,-24.2,0.330334745,1.049931334,0.313429779,0.068740905,0.005606726,1.768043488,0.186836323,0.593837958,0.177274926,0.038879646,0.003171147,0.225715969,0.597009105,0.177274926,0.774284031,0.011597559,5.66,0.48,0.03,1.91,0.13,-25.8,-3.41,0.104686965,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Western side of SG approx 1 km from terminus, 3 m vis of CTD in water",VIO22-1.csv,8,-0.067701,29.915,365.82,100.26,4.1665,1.5363,24.83,1024.095367,24.011,VIO22,Day 8,77,downcast,Sverdrup,Sverdrup,1,VIO22-1.csv.8,2008-04-19,16:37:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIO_22,75.745304,-83.286712,0.88,20,172,160,Summer,Marine,Summer_Marine,Sverdrup,Glaciated,10-100m,10-100m,Marine,Plume,VIO,22,VIO_22_20,3,VIO_22_3,,O2I_SW_001_Sample0018,46,4.2546,5.64,14.22,1777.776278,29.54416515,3.316793953,-24.2,0.269199591,0.076953944,0.209307987,0.064435756,0.065761968,0.685659246,0.39261425,0.112233511,0.305265316,0.093976355,0.095910568,0.486590605,0.208144079,0.305265316,0.513409395,0.010846147,3.96,0.42,0.01,1,0.56,-16.5,-2.16,0.061922682,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Western side of SG approx 1 km from terminus, 3 m vis of CTD in water",VIO22-1.csv,21,0.12006,31.895,387.46,107.44,23.284,-0.31069,4.169,1025.74617,25.599,VIO22,Day 8,77,downcast,Sverdrup,Sverdrup,1,VIO22-1.csv.21,2008-04-19,16:37:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIO_22,75.744421,-83.283686,0.88,115,172,160,Summer,Marine,Summer_Marine,Sverdrup,Glaciated,>100m,>100m,Marine,Plume,VIO,22,VIO_22_115,4,VIO_22_4,,O2I_SW2_001_Sample0003,48,0.0303,5.89,11.69,1830.026159,104.4904624,12.11262085,-24.5,0.265701028,0.152458265,0.226606566,0.066931343,0.080280541,0.791977743,0.335490524,0.192503219,0.286127443,0.084511646,0.101367168,0.42000217,0.293870387,0.286127443,0.57999783,0.011621125,12.7,0.85,0.05,6.39,0.1,-12.7,-1.7,0.046185426,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Western side of SG approx 1 km from terminus, 3 m vis of CTD in water",VIO22-1.csv,116,-1.5929,32.659,279.55,73.725,0.2348,-0.31245,0.97333,1026.888353,26.279,VIO22,Day 8,77,downcast,Sverdrup,Sverdrup,1,VIO22-1.csv.116,2008-04-19,16:37:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIO_23,75.749411,-83.195611,0.7,4,110,100,Summer,Marine,Summer_Marine,Sverdrup,Glaciated,Plume,Surface,Marine,Plume,VIO,23,VIO_23_4,2,VIO_23_2,,O2I_SW_002_Sample0023,40,0.7693,6.35,12.83,1573.08414,54.35934465,3.499512989,-24.2,0.321825305,0.44508766,0.27955984,0.074204346,0.102318778,1.22299593,0.263145034,0.36393225,0.228586076,0.060674238,0.083662403,0.323819272,0.447594653,0.228586076,0.676180729,0.010074817,9.21,0.62,0.05,3.8,1.87,-31.4,-4.12,0.128977078,NA,NA,NA,NA,NA,NA,NA,NA,NA,"water turbid, in plume, 0.5 m ctd vis in water **Falling tide, 2 h from low tide",VIO23-1.csv,5,0.47894,28.84,357.09,96.956,3.8767,1.0568,27.346,1023.19345,23.123,VIO23,Day 8,81,downcast,Sverdrup_rep,Sverdrup,2,VIO23-1.csv.5,2008-04-19,19:12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIO_23,75.749457,-83.194641,0.7,12,110,100,Summer,Marine,Summer_Marine,Sverdrup,Glaciated,10-100m,10-100m,Marine,Plume,VIO,23,VIO_23_12,3,VIO_23_3,,O2I_SW2_001_Sample0013,66,0.9646,5.62,8.06,1745.053614,72.52776936,7.216268314,-24.8,0.33255457,0.106559771,0.168772539,0.071011212,0.064384835,0.743282927,0.447413169,0.143363673,0.227063656,0.095537257,0.086622244,0.542950426,0.229985917,0.227063656,0.457049573,0.011832144,5.36,0.39,0.03,1.81,0.57,-19.8,-2.59,0.076633596,NA,NA,NA,NA,NA,NA,NA,NA,NA,"water turbid, in plume, 0.5 m ctd vis in water **Falling tide, 2 h from low tide",VIO23-1.csv,13,0.32924,30.533,349.74,94.835,37.286,-0.083984,10.133,1024.601506,24.493,VIO23,Day 8,81,downcast,Sverdrup_rep,Sverdrup,2,VIO23-1.csv.13,2008-04-19,19:12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIO_24,75.750464,-83.194493,0.7,2,105,90,Summer,Marine,Summer_Marine,Sverdrup,Glaciated,Plume,Surface,Marine,Plume,VIO,24,VIO_24_2,2,VIO_24_2,,O2I_SW2_001_Sample0002,24,0.5585,5.02,12.36,1518.324072,62.24206129,6.936840304,-25,0.24086567,0.28828494,0.185018132,0.061559064,0.083708919,0.859436726,0.280259922,0.335434747,0.215278363,0.071627221,0.097399747,0.351887143,0.432834494,0.215278363,0.648112857,0.010044165,4.17,0.32,0.02,1.77,0,-39.5,-5.19,0.165583305,NA,NA,NA,NA,NA,NA,NA,NA,NA,"water turbid, in plume, <1 m ctd vis in water **Falling tide, 1 h from low",VIO24-1.csv,3,0.65177,29.117,372.16,101.08,2.7719,2.2432,21.216,1023.398847,23.338,VIO24,Day 9,84,downcast,Sverdrup_rep,Sverdrup,2,VIO24-1.csv.3,2008-05-19,8:57:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIO_24,75.750653,-83.192476,0.7,17,105,90,Summer,Marine,Summer_Marine,Sverdrup,Glaciated,10-100m,10-100m,Marine,Plume,VIO,24,VIO_24_17,3,VIO_24_3,,O2I_SW_001_Sample0020,25,5.6136,6.08,12.82,1740.568765,-4.910148194,0.010932968,-24.8,0.24208872,0.184126696,0.235379532,0.062687642,0.077975064,0.802257654,0.301759315,0.229510675,0.29339643,0.078139039,0.097194541,0.379898354,0.326705216,0.29339643,0.620101646,0.012950204,2.47,0.27,0,0.48,0.29,-16.6,-2.13,0.060896339,NA,NA,NA,NA,NA,NA,NA,NA,NA,"water turbid, in plume, <1 m ctd vis in water **Falling tide, 1 h from low",VIO24-1.csv,18,0.21173,31.808,390.05,107.77,35.151,-0.24426,5.5076,1025.656968,25.524,VIO24,Day 9,84,downcast,Sverdrup_rep,Sverdrup,2,VIO24-1.csv.18,2008-05-19,8:57:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIO_25,75.76624,-83.114772,1,2,60,50,Summer,Marine,Summer_Marine,Sverdrup,Glaciated,Plume,Surface,Marine,Plume,VIO,25,VIO_25_2,2,VIO_25_2,,O2I_SW2_002_Sample0025,22,0.5622,5.75,11.85,1541.101255,33.47672613,3.856485315,-25.8,0.198148803,0.417282724,0.229994711,0.056890525,0.166382742,1.068699504,0.185411149,0.390458424,0.215209897,0.053233416,0.155687114,0.238644565,0.546145538,0.215209897,0.761355435,0.010497603,8.84,0.61,0.05,3.19,0,-31.4,-4.1,0.12829285,NA,NA,NA,NA,NA,NA,NA,NA,NA,"still in plume, about 1 km from terminus, approx 1 m vis of CTD in water",VIO25-1.csv,3,0.97662,28.888,370.08,101.7,2.533,21.881,12.356,1023.199849,23.139,VIO25,Day 9,87,downcast,Sverdrup,Sverdrup,3,VIO25-1.csv.3,2008-05-19,11:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIO_25,75.765982,-83.113633,1,17,60,50,Summer,Marine,Summer_Marine,Sverdrup,Glaciated,10-100m,10-100m,Marine,Plume,VIO,25,VIO_25_17,3,VIO_25_3,,O2I_SW2_001_Sample0009,28,1.1681,5.01,15.03,1800.638916,127.3869659,8.745074038,-24.2,0.3244821,0.196132373,0.213960348,0.074651952,0.083375688,0.89260246,0.363523645,0.219730935,0.239703963,0.083634042,0.093407414,0.447157687,0.313138349,0.239703963,0.552842312,0.011915423,12.72,0.95,0.08,5.8,5.48,-14.5,-1.89,0.052685597,NA,NA,NA,NA,NA,NA,NA,NA,NA,"still in plume, about 1 km from terminus, approx 1 m vis of CTD in water",VIO25-1.csv,18,-0.72095,32.27,323.68,87.411,4.014,-0.29358,3.0456,1026.070447,25.937,VIO25,Day 9,87,downcast,Sverdrup,Sverdrup,3,VIO25-1.csv.18,2008-05-19,11:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIO_26,75.766485,-83.160463,3,2,25,20,Summer,Marine,Summer_Marine,Sverdrup,Glaciated,Plume,Surface,Marine,Plume,VIO,26,VIO_26_2,2,VIO_26_2,,O2I_SW2_001_Sample0017,15,0.7489,3.71,10.14,1613.712561,22.96160061,3.162999552,-25.6,0.237753731,0.251969558,0.225696011,0.067331931,0.093428769,0.87618,0.271352612,0.287577391,0.257590919,0.076847144,0.106631935,0.348199756,0.394209326,0.257590919,0.651800245,0.010908989,3.87,0.24,0.02,1.39,1.32,-32.5,-4.26,0.133766678,NA,NA,NA,NA,NA,NA,NA,NA,NA,"turbid, still in plume, <1m vis, approx 3 km from glacuer term",VIO26-1.csv,3,0.38412,28.554,378.34,102.53,3.0543,7.977,31.576,1022.957413,22.897,VIO26,Day 9,90,downcast,Sverdrup,Sverdrup,5,VIO26-1.csv.3,2008-05-19,13:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIO_26,75.766634,-83.159086,3,12,25,20,Summer,Marine,Summer_Marine,Sverdrup,Glaciated,10-100m,10-100m,Marine,Plume,VIO,26,VIO_26_12,3,VIO_26_3,,O2I_SW2_001_Sample0014,35,4.4373,5.47,12.36,1681.42892,42.34021294,6.067456202,-23.2,0.255455702,0.127008958,0.213625021,0.066136541,0.076707233,0.738933455,0.34570867,0.171881456,0.289099132,0.089502702,0.10380804,0.435211372,0.275689496,0.289099132,0.564788628,0.012827497,2.73,0.36,0,0.57,1.62,-16.6,-2.17,0.062264796,NA,NA,NA,NA,NA,NA,NA,NA,NA,"turbid, still in plume, <1m vis, approx 3 km from glacuer term",VIO26-1.csv,13,0.18017,31.623,381.13,104.9,19.898,-0.068034,5.2774,1025.485852,25.377,VIO26,Day 9,90,downcast,Sverdrup,Sverdrup,5,VIO26-1.csv.13,2008-05-19,13:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIO_27,75.766401,-83.223602,3.69,3,71,60,Summer,Marine,Summer_Marine,Sverdrup,Glaciated,Plume,Surface,Marine,Plume,VIO,27,VIO_27_3,2,VIO_27_2,,O2I_SW2_002_Sample0033,1,0.7874,4.79,8.52,1835.483015,76.79389784,12.95139125,-22.7,0.205693379,0.24540509,0.270737608,0.060682743,0.089949122,0.872467942,0.235760386,0.281276914,0.310312386,0.069552977,0.103097337,0.305313363,0.384374251,0.310312386,0.694686637,0.011088914,3.1,0.36,0,0.75,0.68,-27.8,-3.67,0.113581936,NA,NA,NA,NA,NA,NA,NA,NA,NA,"start of 2nd horizontal transect, still in plume, tubid, 3 km from glacier front. V. low CTD vis",VIO27-1.csv,4,0.46182,29.399,381.58,103.89,30.467,1.3554,29.929,1023.63871,23.574,VIO27,Day 9,93,downcast,Sverdrup,Sverdrup,6,VIO27-1.csv.4,2008-05-19,15:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIO_27,75.766907,-83.222663,3.69,10,71,60,Summer,Marine,Summer_Marine,Sverdrup,Glaciated,Plume,Surface,Marine,Plume,VIO,27,VIO_27_10,3,VIO_27_3,,O2I_SW2_001_Sample0007,17,4.2895,3.81,11.68,1750.743042,78.87273163,7.741565578,-28.2,0.29291567,0.077645479,0.206877286,0.068788078,0.068424269,0.714650782,0.409872454,0.108648142,0.289480248,0.096254115,0.095745042,0.506126569,0.204393184,0.289480248,0.493873432,0.012622401,10.79,0.74,0.06,4.11,2.75,-15.9,-2.06,0.05850154,NA,NA,NA,NA,NA,NA,NA,NA,NA,"start of 2nd horizontal transect, still in plume, tubid, 3 km from glacier front. V. low CTD vis",VIO27-1.csv,11,-0.023693,31.9,377.72,104.32,24.58,-0.2561,4.2118,1025.709277,25.61,VIO27,Day 9,93,downcast,Sverdrup,Sverdrup,6,VIO27-1.csv.11,2008-05-19,15:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIO_27,75.767907,-83.22156,3.69,40,71,60,Summer,Marine,Summer_Marine,Sverdrup,Glaciated,10-100m,10-100m,Marine,Plume,VIO,27,VIO_27_40,4,VIO_27_4,,O2I_SW2_002_Sample0021,19,0.2982,4.82,13.09,1853.383581,40.08697176,7.457955123,-24.6,0.235231691,0.309800962,0.222744208,0.062632806,0.0859171,0.916326768,0.256711579,0.338090049,0.243083817,0.068352042,0.093762513,0.325063621,0.431852562,0.243083817,0.674936379,0.010925357,11.23,0.8,0.06,6.23,3.52,-12.8,-1.7,0.046185426,NA,NA,NA,NA,NA,NA,NA,NA,NA,"start of 2nd horizontal transect, still in plume, tubid, 3 km from glacier front. V. low CTD vis",VIO27-1.csv,41,-1.5294,32.627,291.57,77.089,1.1057,-0.28523,6.6165,1026.496681,26.251,VIO27,Day 9,93,downcast,Sverdrup,Sverdrup,6,VIO27-1.csv.41,2008-05-19,15:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIO_28,75.763739,-83.28998,3,4,53,50,Summer,Marine,Summer_Marine,Sverdrup,Glaciated,Surface,Surface,Marine,Clear,VIO,28,VIO_28_4,2,VIO_28_2,,O2I_SW2_001_Sample0015,29,0.4867,5.93,12.38,1641.06945,66.37987116,6.094688793,-24.2,0.318992352,0.529448917,0.276113394,0.067529305,0.042424416,1.234508384,0.258396262,0.428874298,0.223662631,0.054701374,0.034365434,0.313097636,0.463239732,0.223662631,0.686902363,0.011403342,6.44,0.48,0.02,1.65,0.55,-27.9,-3.7,0.114608279,NA,NA,NA,NA,NA,NA,NA,NA,NA,"western point of 2nd horiz trnsect. Water clearer, approx 3 km from glacier front",VIO28-1.csv,5,0.60909,29.586,370.81,104.2,2.6666,12.592,24.22,1023.787273,23.717,VIO28,Day 9,97,downcast,Sverdrup,Sverdrup,7,VIO28-1.csv.5,2008-05-19,17:58:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIO_28,75.76363,-83.290265,3,12,53,50,Summer,Marine,Summer_Marine,Sverdrup,Glaciated,10-100m,10-100m,Marine,Clear,VIO,28,VIO_28_12,3,VIO_28_3,,O2I_SW2_002_Sample0024,33,7.9003,6.21,13.06,1708.043154,128.8668619,4.055938493,-24.1,0.213520027,0.277960414,0.253026336,0.059908812,0.10981487,0.91423046,0.233551644,0.304037578,0.276764281,0.065529223,0.120117274,0.299080867,0.424154852,0.276764281,0.700919133,0.011416366,2.74,0.43,0.03,0.41,5.3,-15.8,-2.06,0.05850154,NA,NA,NA,NA,NA,NA,NA,NA,NA,"western point of 2nd horiz trnsect. Water clearer, approx 3 km from glacier front",VIO28-1.csv,13,0.19324,31.82,394.93,109.24,29.178,0.066057,9.5478,1025.644076,25.535,VIO28,Day 9,97,downcast,Sverdrup,Sverdrup,7,VIO28-1.csv.13,2008-05-19,17:58:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIO_29,75.749558,-83.201819,0.7,2,107,100,Summer,Marine,Summer_Marine,Sverdrup,Glaciated,Plume,Surface,Marine,Plume,VIO,29,VIO_29_2,2,VIO_29_2,,O2I_SW2_002_Sample0022,26,0.6685,5.87,12.77,1562.802094,36.32418816,5.69566882,-25,0.306411657,0.269685065,0.180354598,0.07330045,0.079690942,0.909442713,0.336922439,0.296538816,0.198313314,0.080599305,0.087626126,0.417521744,0.384164942,0.198313314,0.582478256,0.010343713,5.6,0.45,0.02,1.77,0,-29.4,-3.86,0.120082107,NA,NA,NA,NA,NA,NA,NA,NA,NA,"in plume, repeat station, again ~ 1-2h prior to low tide",VIO29-1.csv,3,0.93752,29.675,386.25,107.39,5.6126,10.272,20.531,1023.833751,23.774,VIO29,Day 9,100,downcast,Sverdrup_rep,Sverdrup,2,VIO29-1.csv.3,2008-05-19,21:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
