Merge_Parameter_1,Latitude,Longitude,Distance,Depth_m,Bottom_Depth,Cast_Depth_m,Season,Water,Season_Water,Glacier_Name,Environ,Full_Sample_Environ,Specific_Environ,Glacial_Environ,Plume,Station_Name,Station_Number,CTD_ID,Cast_Number,ID,Trace_Metal_ID,sampname,Core_Bag,Chla_ug_L,Delta_DI13C,DIC_Conc_ppm_13C,DIC_Conc_uM,DOC_Conc_uM,TN_Conc_uM,Delta_DO13C,H1,P3,P2,H2,P1,Fmax_Sum,H1_Norm,PD_Norm,P2_Norm,HD_Norm,P1_Norm,Humic,Spring_Protein,Summer_Protein,Protein,Abs_255,SiO4_uM,PO4_uM,NO2_uM,NO3_uM,NH3_uM,Del_H,Del_O,Fraction,Ca_Ion,Mg_Ion,K_Ion,Na_Ion,MSA_Ion,Cl_Ion,Br_Ion,NO3_Ion,SO4_Ion,Notes,File_Name,Depth_m_Rounded,Temp_C,Salinity_PSU,Dis_O2_Conc,Dis_O2_Sat,Chl_A_ug_L,PAR,Turbidity_NTU,Density_R,Density,Station_ID,Day,GPS_Points,Cast_Type,Transect,Glacier,Transect_Point,CTD_Index,Date,Time_Local,Li_ppb_Dissolved,B_ppb_Dissolved,Na_ppb_Dissolved,Mg_ppb_Dissolved,Al_ppb_Dissolved,K_ppb_Dissolved,Ca_ppb_Dissolved,Ti_ppb_Dissolved,V_ppb_Dissolved,Cr_ppb_Dissolved,Fe_ppb_Dissolved,Mn_ppb_Dissolved,Ni_ppb_Dissolved,Cu_ppb_Dissolved,Zn_ppb_Dissolved,As_ppb_Dissolved,Se_ppb_Dissolved,Rb_ppb_Dissolved,Sr_ppb_Dissolved,Y_ppb_Dissolved,Zr_ppb_Dissolved,Mo_ppb_Dissolved,Sb_ppb_Dissolved,Ba_ppb_Dissolved,La_ppb_Dissolved,Ce_ppb_Dissolved,Nd_ppb_Dissolved,Pb_ppb_Dissolved,Th_ppb_Dissolved,U_ppb_Dissolved,Li_ppb_Colloidal,B_ppb_Colloidal,Na_ppb_Colloidal,Mg_ppb_Colloidal,Al_ppb_Colloidal,K_ppb_Colloidal,Ca_ppb_Colloidal,Ti_ppb_Colloidal,V_ppb_Colloidal,Cr_ppb_Colloidal,Fe_ppb_Colloidal,Mn_ppb_Colloidal,Ni_ppb_Colloidal,Cu_ppb_Colloidal,Zn_ppb_Colloidal,As_ppb_Colloidal,Se_ppb_Colloidal,Rb_ppb_Colloidal,Sr_ppb_Colloidal,Y_ppb_Colloidal,Zr_ppb_Colloidal,Mo_ppb_Colloidal,Sb_ppb_Colloidal,Ba_ppb_Colloidal,La_ppb_Colloidal,Ce_ppb_Colloidal,Nd_ppb_Colloidal,Pb_ppb_Colloidal,Th_ppb_Colloidal,U_ppb_Colloidal
VIO_29,75.749648,-83.202058,0.7,7,107,100,Summer,Marine,Summer_Marine,Sverdrup,Glaciated,Plume,Surface,Marine,Plume,VIO,29,VIO_29_7,3,VIO_29_3,,O2I_SW2_001_Sample0016,30,1.5288,6.34,14.12,1825.717453,41.70170233,4.985957041,-23.5,0.22361394,0.178549202,0.244903748,0.064212366,0.101974778,0.813254034,0.274961981,0.219549113,0.301140526,0.078957328,0.125391052,0.353919309,0.344940165,0.301140526,0.646080691,0.013108593,2.34,0.3,0.01,0.33,0.35,-22,-2.88,0.086554909,NA,NA,NA,NA,NA,NA,NA,NA,NA,"in plume, repeat station, again ~ 1-2h prior to low tide",VIO29-1.csv,8,0.9499,30.859,396.33,110.18,9.7807,0.07902,5.2334,1024.808099,24.724,VIO29,Day 9,100,downcast,Sverdrup_rep,Sverdrup,2,VIO29-1.csv.8,2008-05-19,21:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIO_30,75.759826,-83.236499,2.48,2,159,140,Summer,Marine,Summer_Marine,Sverdrup,Glaciated,Surface,Surface,Marine,Plume,VIO,30,VIO_30_2,4,VIO_30_4,,O2I_SW2_002_Sample0040,13,0.5511,5.69,10.81,1776.705405,30.26387363,3.003561319,-22.5,0.301654175,0.301970434,0.268215144,0.066879649,0.076505474,1.015224876,0.297130401,0.297441918,0.264192841,0.065876685,0.075358155,0.363007086,0.372800073,0.264192841,0.636992914,0.010872186,2.78,0.26,0,0.61,0,-24.4,-3.23,0.098528909,NA,NA,NA,NA,NA,NA,NA,NA,NA,"western side of sg terminus, in plume",VIO30-1.csv,3,1.1254,30.574,396.34,109.36,33.311,3.9454,9.3708,1024.544681,24.485,VIO30,Day 10,104,downcast,Sverdrup_bio,Sverdrup,4,VIO30-1.csv.3,2008-06-19,14:23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIO_30,75.759945,-83.234649,2.48,10,159,140,Summer,Marine,Summer_Marine,Sverdrup,Glaciated,10-100m,10-100m,Marine,Plume,VIO,30,VIO_30_10,5,VIO_30_5,,O2I_SW2_002_Sample0035,34,5.8781,6.03,12.13,1772.730143,95.6360061,5.043276637,-23.9,0.277659648,0.375643809,0.261578644,0.063300149,0.092108291,1.070290541,0.259424556,0.350973679,0.24439966,0.059142958,0.086059147,0.318567514,0.437032826,0.24439966,0.681432486,0.012969601,2.5,0.38,0,0.22,2.85,-15.5,-2.03,0.057475197,NA,NA,NA,NA,NA,NA,NA,NA,NA,"western side of sg terminus, in plume",VIO30-1.csv,11,-0.097416,31.944,390.95,107.43,29.526,-0.21798,3.1901,1025.747482,25.648,VIO30,Day 10,104,downcast,Sverdrup_bio,Sverdrup,4,VIO30-1.csv.11,2008-06-19,14:23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIO_30,75.761268,-83.243766,2.48,47,159,140,Summer,Marine,Summer_Marine,Sverdrup,Glaciated,10-100m,10-100m,Marine,Plume,VIO,30,VIO_30_47,9,VIO_30_9,,O2I_SW2_002_Sample0039,20,0.1401,5.35,13.04,1816.782504,145.3012491,13.42732129,-24.9,0.235635916,0.306558556,0.258528101,0.066586751,0.100162637,0.967471962,0.243558393,0.316865571,0.267220252,0.06882551,0.103530274,0.312383903,0.420395845,0.267220252,0.687616097,0.010627764,12.73,0.94,0.07,6.73,0.87,-13,-1.72,0.046869654,NA,NA,NA,NA,NA,NA,NA,NA,NA,"western side of sg terminus, in plume",VIO30-1.csv,48,-1.5301,32.634,296.75,78.445,0.4623,-0.26129,1.2734,1026.536273,26.257,VIO30,Day 10,104,downcast,Sverdrup_bio,Sverdrup,4,VIO30-1.csv.48,2008-06-19,14:23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIO_30,75.762128,-83.242813,2.48,110,159,140,Summer,Marine,Summer_Marine,Sverdrup,Glaciated,>100m,>100m,Marine,Plume,VIO,30,VIO_30_110,10,VIO_30_10,,O2I_SW2_002_Sample0034,21,0.1852,4.47,14.33,1844.558705,130.9052091,11.11179672,-25.7,0.31388346,0.150794654,0.245475204,0.071238621,0.048311111,0.82970305,0.378308191,0.18174533,0.295859107,0.085860383,0.058226989,0.464168574,0.239972319,0.295859107,0.535831426,0.010400078,13.25,0.83,0.05,6.75,0.05,-13.2,-1.75,0.047895997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"western side of sg terminus, in plume",VIO30-1.csv,111,-1.5649,32.661,284.92,75.196,0.65669,-0.22913,2.3093,1026.864415,26.279,VIO30,Day 10,104,downcast,Sverdrup_bio,Sverdrup,4,VIO30-1.csv.111,2008-06-19,14:23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIO_31,75.827572,-82.979912,13.3,4,90,100,Summer,Marine,Summer_Marine,Sverdrup,Glaciated,Surface,Surface,Marine,Clear,VIO,31,VIO_31_4,2,VIO_31_2,,O2I_SW2_002_Sample0029,4,0.1752,3.49,10.12,1642.783291,141.1527906,3.787189763,-23.5,0.311698335,0.200273734,0.263084171,0.071016822,0.072519949,0.918593013,0.339321474,0.21802227,0.286399056,0.077310432,0.078946768,0.416631906,0.296969038,0.286399056,0.583368094,0.01137,1.83,0.27,0,0.19,1.2,-17.7,-2.33,0.067738625,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.5 km from Sverdrup terminus, surface turbidity max still there, some plume reminant?",VIO31-1.csv,5,0.55592,31.454,370.3,104.15,2.6766,45.191,1.7753,1025.292251,25.223,VIO31,Day 11,114,downcast,Sverdrup,Sverdrup,9,VIO31-1.csv.5,2008-07-19,0:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIO_31,75.827551,-82.979653,13.3,20,90,100,Summer,Marine,Summer_Marine,Sverdrup,Glaciated,10-100m,10-100m,Marine,Clear,VIO,31,VIO_31_20,3,VIO_31_3,,O2I_SW2_002_Sample0023,9,3.3219,3.59,10.88,1791.408496,75.01895872,5.258966681,-22.9,0.233373236,0.347714829,0.249721236,0.068802012,0.102032897,1.001644209,0.232990151,0.347144051,0.249311316,0.068689073,0.101865409,0.301679224,0.44900946,0.249311316,0.698320776,0.012648659,3.55,0.42,0,0.52,0.51,-13.8,-1.85,0.05131714,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.5 km from Sverdrup terminus, surface turbidity max still there, some plume reminant?",VIO31-1.csv,21,-0.62865,32.065,356.1,96.013,16.789,0.86007,1.1825,1025.91517,25.767,VIO31,Day 11,114,downcast,Sverdrup,Sverdrup,9,VIO31-1.csv.21,2008-07-19,0:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIO_31,75.82693,-82.976227,13.3,40,90,100,Summer,Marine,Summer_Marine,Sverdrup,Glaciated,10-100m,10-100m,Marine,Clear,VIO,31,VIO_31_40,4,VIO_31_4,,O2I_SW2_002_Sample0026,23,2.2973,5.89,12.67,1776.696517,143.1911378,9.783465188,-25.8,0.304297288,0.188633875,0.245221052,0.068947629,0.064323404,0.871423249,0.349195742,0.216466425,0.281402926,0.079120713,0.073814194,0.428316455,0.290280619,0.281402926,0.571683545,0.01138653,11.36,0.91,0.07,5.29,1.52,-13.6,-1.8,0.049606569,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.5 km from Sverdrup terminus, surface turbidity max still there, some plume reminant?",VIO31-1.csv,41,-0.88982,32.32,331.67,89.004,7.6168,-0.26249,1.0749,1026.2278,25.983,VIO31,Day 11,114,downcast,Sverdrup,Sverdrup,9,VIO31-1.csv.41,2008-07-19,0:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIO_31,75.826822,-82.976102,13.3,67,90,100,Summer,Marine,Summer_Marine,Sverdrup,Glaciated,10-100m,10-100m,Marine,Clear,VIO,31,VIO_31_67,5,VIO_31_5,,O2I_SW2_001_Sample0010,32,0.7855,5.51,13.4,1791.845815,111.6107166,10.14661311,-24.6,0.257390298,0.275329944,0.212116079,0.05430765,0.127309471,0.926453443,0.277823241,0.297187027,0.228954926,0.058618865,0.137415941,0.336442106,0.434602968,0.228954926,0.663557894,0.012132544,9.57,0.69,0.05,5.11,1.77,-13.3,-1.75,0.047895997,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.5 km from Sverdrup terminus, surface turbidity max still there, some plume reminant?",VIO31-1.csv,68,-1.0776,32.482,311.93,83.429,2.5233,-0.28181,0.86234,1026.495893,26.12,VIO31,Day 11,114,downcast,Sverdrup,Sverdrup,9,VIO31-1.csv.68,2008-07-19,0:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIO_32,75.891282,-82.923124,18.13,20,522,400,Summer,Marine,Summer_Marine,Sverdrup,Glaciated,10-100m,10-100m,Marine,Clear,VIO,32,VIO_32_20,7,VIO_32_7,,O2I_SW2_003_Sample0031,7,NA,3.81,10.24,1805.73153,63.21182324,5.762912627,-28.6,0.333451573,0.373260604,0.250971031,0.076390471,0.113849165,1.147922845,0.290482566,0.325161753,0.218630574,0.066546695,0.099178412,0.357029261,0.424340165,0.218630574,0.642970739,0.009527288,3.31,0.55,0.01,1.12,0.65,-15.2,-2.05,0.058159425,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18km from Sverdrup terminus; water is clear; out of plume; Large wire angle; Erin put out 540m of line and only got to 395m, so 30% wire angle",VIO32-1.csv,21,-0.31908,31.97,355.06,97.077,0.98446,24.938,0.59235,1025.826336,25.679,VIO32,Day 11,119,downcast,Sverdrup_distal,Sverdrup,10,VIO32-1.csv.21,2008-07-19,15:08:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIO_32,75.892368,-82.926896,18.13,60,522,400,Summer,Marine,Summer_Marine,Sverdrup,Glaciated,10-100m,10-100m,Marine,Clear,VIO,32,VIO_32_60,8,VIO_32_8,,O2I_SW2_002_Sample0037,10,0.2333,3.8,10.63,1773.852208,67.05188694,10.85557034,-21.9,0.28860839,0.231033561,0.248875075,0.068754674,0.071948057,0.909219756,0.31742424,0.254100903,0.273723787,0.075619423,0.079131647,0.393043663,0.33323255,0.273723787,0.606956337,0.01397881,10.7,0.8,0.06,5.37,3.27,-13.2,-1.76,0.048238112,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18km from Sverdrup terminus; water is clear; out of plume; Large wire angle; Erin put out 540m of line and only got to 395m, so 30% wire angle",VIO32-1.csv,61,-1.0636,32.495,322.11,86.177,0.46703,0.68774,0.57493,1026.471724,26.13,VIO32,Day 11,119,downcast,Sverdrup_distal,Sverdrup,10,VIO32-1.csv.61,2008-07-19,15:08:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIO_32,75.891288,-82.918896,18.13,125,522,400,Summer,Marine,Summer_Marine,Sverdrup,Glaciated,>100m,>100m,Marine,Clear,VIO,32,VIO_32_125,2,VIO_32_2,,O2I_SW2_002_Sample0036,16,0.0773,4.32,12.34,2014.182347,66.66536516,13.29302801,-25.8,0.284382636,0.422844398,0.300648328,0.07190468,0.11786833,1.197648373,0.23745086,0.353062224,0.251032219,0.060038223,0.098416474,0.297489083,0.451478698,0.251032219,0.702510917,0.009644815,NA,NA,NA,NA,NA,-12.8,-1.66,0.044816969,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18km from Sverdrup terminus; water is clear; out of plume; Large wire angle; Erin put out 540m of line and only got to 395m, so 30% wire angle",VIO32-1.csv,126,-1.0001,32.812,293.85,78.816,0.15249,-0.16374,0.50944,1027.040203,26.385,VIO32,Day 11,119,downcast,Sverdrup_distal,Sverdrup,10,VIO32-1.csv.126,2008-07-19,15:08:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIO_32,75.892769,-82.9243,18.13,350,522,400,Summer,Marine,Summer_Marine,Sverdrup,Glaciated,>100m,>100m,Marine,Clear,VIO,32,VIO_32_350,3,VIO_32_3,,O2I_SW2_002_Sample0030,31,0.0268,4.03,11.67,2101.367519,57.74319971,17.38771982,-24.7,0.30773668,0.406746473,0.276433258,0.070804779,0.117435242,1.179156431,0.260980368,0.344947,0.234433066,0.060046977,0.099592589,0.321027345,0.444539589,0.234433066,0.678972655,0.006553477,14.37,0.79,0.02,9.53,2.87,-3,-0.35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18km from Sverdrup terminus; water is clear; out of plume; Large wire angle; Erin put out 540m of line and only got to 395m, so 30% wire angle",VIO32-1.csv,351,0.15891,34.282,232.8,65.058,0.14746,-0.31276,0.43427,1029.243213,27.522,VIO32,Day 11,119,downcast,Sverdrup_distal,Sverdrup,10,VIO32-1.csv.351,2008-07-19,15:08:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIO_33,75.938474,-82.795895,26.4,15,592,560,Summer,Marine,Summer_Marine,Sverdrup,Glaciated,10-100m,10-100m,Marine,Clear,VIO,33,VIO_33_15,2,VIO_33_2,,O2I_SW_001_Sample0009,3,0.597,2.48,10.04,1760.784857,65.90594757,4.189466013,-23.1,0.316879305,0.218701884,0.253603265,0.072316792,0.072692565,0.934193811,0.339200818,0.234107614,0.271467507,0.077410909,0.077813152,0.416611727,0.311920766,0.271467507,0.583388273,0.009180247,0.8,0.33,0,0,0.43,-16.3,-2.16,0.061922682,NA,NA,NA,NA,NA,NA,NA,NA,NA,25km from Sverdrup terminus; middle of jones sound; water visability is good; large (30%+) wire angle; Erin put out 540m of line to reach depth of 400m hopefully; cast up at 22:00h,VIO33-1.csv,16,1.4391,30.675,355.55,100.33,2.4016,7.3305,0.89099,1024.670112,24.548,VIO33,Day 11,127,downcast,Sverdrup_distal,Sverdrup,11,VIO33-1.csv.16,2008-07-19,21:37:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIO_33,75.938601,-82.796334,26.4,50,592,560,Summer,Marine,Summer_Marine,Sverdrup,Glaciated,10-100m,10-100m,Marine,Clear,VIO,33,VIO_33_50,3,VIO_33_3,,O2I_SW2_002_Sample0032,6,1.2741,3.76,11.71,1743.687983,66.08855844,6.874428757,-29.6,0.323641406,0.625769057,0.282961923,0.076785438,0.150075904,1.459233728,0.2217886,0.428834014,0.193911309,0.052620383,0.102845693,0.274408983,0.531679707,0.193911309,0.725591016,0.010560411,5.36,0.61,0.01,1.5,1.06,-14.5,-1.93,0.054054054,NA,NA,NA,NA,NA,NA,NA,NA,NA,25km from Sverdrup terminus; middle of jones sound; water visability is good; large (30%+) wire angle; Erin put out 540m of line to reach depth of 400m hopefully; cast up at 22:00h,VIO33-1.csv,51,-0.33404,32.162,360.63,98.088,4.0254,-0.017787,0.6732,1026.12668,25.835,VIO33,Day 11,127,downcast,Sverdrup_distal,Sverdrup,11,VIO33-1.csv.51,2008-07-19,21:37:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIO_33,75.932145,-82.769379,26.4,200,592,560,Summer,Marine,Summer_Marine,Sverdrup,Glaciated,>100m,>100m,Marine,Clear,VIO,33,VIO_33_200,4,VIO_33_4,,O2I_SW2_003_Sample0021,8,0.0374,3.28,11.41,1916.079617,122.053756,-0.17276016,-23.9,0.353433615,0.44254666,0.248053041,0.06991098,0.04639437,1.160338666,0.304595223,0.381394392,0.213776415,0.060250496,0.039983474,0.364845719,0.421377866,0.213776415,0.635154281,0.008257915,14.12,0.84,0.01,8.88,0,-7.6,-1.01,0.022579542,NA,NA,NA,NA,NA,NA,NA,NA,NA,25km from Sverdrup terminus; middle of jones sound; water visability is good; large (30%+) wire angle; Erin put out 540m of line to reach depth of 400m hopefully; cast up at 22:00h,VIO33-1.csv,201,-0.76651,33.486,270.81,73.447,0.15797,-0.16284,0.47217,1027.936275,26.922,VIO33,Day 11,127,downcast,Sverdrup_distal,Sverdrup,11,VIO33-1.csv.201,2008-07-19,21:37:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIO_33,75.935699,-82.780024,26.4,400,592,560,Summer,Marine,Summer_Marine,Sverdrup,Glaciated,>100m,>100m,Marine,Clear,VIO,33,VIO_33_400,5,VIO_33_5,,O2I_SW2_003_Sample0025,11,0.0382,3.12,11.6,1844.472427,58.68349414,15.37228286,-23.4,0.331655704,0.313185115,0.247469898,0.069830157,0.087917713,1.050058586,0.315844952,0.298254896,0.235672467,0.066501201,0.083726483,0.382346153,0.381981379,0.235672467,0.617653846,0.007368459,12.31,0.7,0,8.73,1.78,-3.5,-0.48,0.004447485,NA,NA,NA,NA,NA,NA,NA,NA,NA,25km from Sverdrup terminus; middle of jones sound; water visability is good; large (30%+) wire angle; Erin put out 540m of line to reach depth of 400m hopefully; cast up at 22:00h,VIO33-1.csv,401,0.20527,34.326,230.73,64.578,0.1064,-0.31759,0.4097,1029.513353,27.555,VIO33,Day 11,127,downcast,Sverdrup_distal,Sverdrup,11,VIO33-1.csv.401,2008-07-19,21:37:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIO_37,76.650893,-85.219614,0.29,5,138,120,Summer,Marine,Summer_Marine,Sydkap,Glaciated,Surface,Surface,Marine,Clear,VIO,37,VIO_37_5,2,VIO_37_2,,O2I_SW2_003_Sample0022,131,NA,3.23,7.67,1416.321924,133.1669369,8.183495151,-25.4,0.337102704,0.23615292,0.297658464,0.072227515,0.099617063,1.042758666,0.323279696,0.226469391,0.285452879,0.069265802,0.095532232,0.392545498,0.322001623,0.285452879,0.607454502,0.00830233,7.68,0.72,0.08,3.74,8.68,-45.8,-6.09,0.196373589,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sydkap glacier; ~290m away from glacier front; pt1 on horizontal transect across; water vis is a few meters; not in a visible plume; re-did this first CTD cast b/c profile looked a bit strange and equilibrium file didn't separate.,VIO37-1.csv,6,-1.0888,29.061,347.51,91.086,0.81873,-2.8522,11.33,1023.425842,23.35,VIO37,Day 18,151,downcast,Sydkap,Sydkap,1,VIO37-1.csv.6,8/14/19,7:47:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIO_37,76.650992,-85.219397,0.29,37,138,120,Summer,Marine,Summer_Marine,Sydkap,Glaciated,10-100m,10-100m,Marine,Clear,VIO,37,VIO_37_37,3,VIO_37_3,,O2I_SW_001_Sample0017,132,0.0208,5.08,9.28,1687.144465,67.89489841,6.960476481,-26.8,0.278927971,0.301000315,0.192904247,0.063188236,0.085362573,0.921383343,0.302727386,0.326683044,0.209363723,0.068579746,0.0926461,0.371307132,0.419329144,0.209363723,0.628692867,0.010314378,6.08,0.5,0.04,1.95,1.6,-17.8,-2.29,0.066370168,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sydkap glacier; ~290m away from glacier front; pt1 on horizontal transect across; water vis is a few meters; not in a visible plume; re-did this first CTD cast b/c profile looked a bit strange and equilibrium file didn't separate.,VIO37-1.csv,38,-1.0223,32.124,412.1,110.05,0.22309,-2.0668,3.6329,1026.058755,25.828,VIO37,Day 18,151,downcast,Sydkap,Sydkap,1,VIO37-1.csv.38,8/14/19,7:47:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIO_38,76.659154,-85.202821,0.33,5,122,120,Summer,Marine,Summer_Marine,Sydkap,Glaciated,Surface,Surface,Marine,Clear,VIO,38,VIO_38_5,2,VIO_38_2,,O2I_SW_001_Sample0002,127,0.1908,5.05,7.41,1486.909422,53.81938328,8.516782106,-24,0.270260846,0.28736137,0.250061847,0.066777057,0.07700859,0.95146971,0.284045664,0.302018411,0.262816403,0.070183061,0.08093646,0.354228725,0.382954871,0.262816403,0.645771274,0.009832081,10.54,0.81,0.08,5.39,7.54,-44.2,-5.81,0.186794389,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sydkap glacier; ~330m away from glacier front; pt2 on horiztonal transect across; water vis is a few meters less than less station (~40cm); in a visible plume that is patchy,VIO38-1.csv,6,-1.1224,28.848,339.97,89.377,1.3162,-0.30729,37.958,1023.254064,23.178,VIO38,Day 18,155,downcast,Sydkap,Sydkap,2,VIO38-1.csv.6,8/14/19,9:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIO_38,76.659162,-85.202571,0.33,27,122,120,Summer,Marine,Summer_Marine,Sydkap,Glaciated,10-100m,10-100m,Marine,Clear,VIO,38,VIO_38_27,3,VIO_38_3,,O2I_SW_001_Sample0003,154,0.0127,5.8,8.95,1714.828813,63.26606735,6.200404162,-25.7,0.343480582,0.212957328,0.251301822,0.072339337,0.057055645,0.937134714,0.366522099,0.227243026,0.268159762,0.077192036,0.060883077,0.443714135,0.288126103,0.268159762,0.556285865,0.010186792,3.95,0.42,0.02,0.86,0.99,-16,-2.13,0.060896339,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sydkap glacier; ~330m away from glacier front; pt2 on horiztonal transect across; water vis is a few meters less than less station (~40cm); in a visible plume that is patchy,VIO38-1.csv,28,-1.0491,31.488,372.51,98.752,0.49622,-0.33602,15.039,1025.496768,25.315,VIO38,Day 18,155,downcast,Sydkap,Sydkap,2,VIO38-1.csv.28,8/14/19,9:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIO_39,76.661138,-85.183592,0.55,7,88,80,Summer,Marine,Summer_Marine,Sydkap,Glaciated,Surface,Surface,Marine,Clear,VIO,39,VIO_39_7,2,VIO_39_2,,O2I_SW_001_Sample0014,155,0.0047,5.29,8.37,1614.570706,54.62317186,9.300917748,-25.5,0.3223189,0.347595246,0.266310063,0.074772413,0.112087272,1.123083893,0.2869945,0.309500695,0.237123927,0.066577762,0.099803116,0.353572262,0.409303811,0.237123927,0.646427738,0.009788829,6.3,0.71,0.06,3.12,6.75,-28.1,-3.71,0.114950393,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sydkap glacier; ~550m from glacier front; pt3 on horizontal transect across; shore ~460m away; water vis is ~10 cm; in a plume.,VIO39-1.csv,8,-1.2054,29.32,355.85,92.822,2.3556,-0.10898,132.34,1023.647962,23.563,VIO39,Day 18,158,downcast,Sydkap,Sydkap,3,VIO39-1.csv.8,8/14/19,11:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIO_39,76.66113,-85.183623,0.55,27,88,80,Summer,Marine,Summer_Marine,Sydkap,Glaciated,10-100m,10-100m,Marine,Clear,VIO,39,VIO_39_27,3,VIO_39_3,,O2I_SW_002_Sample0028,158,0.0213,6.11,8.75,1802.032576,45.06956897,4.216279556,-24.1,0.288689729,0.277306903,0.265882975,0.069026657,0.075797704,0.976703969,0.295575464,0.283921138,0.272224731,0.070673059,0.077605607,0.366248523,0.361526745,0.272224731,0.633751476,0.011217923,4.67,0.5,0.02,0.96,1.12,-16.4,-2.14,0.061238454,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sydkap glacier; ~550m from glacier front; pt3 on horizontal transect across; shore ~460m away; water vis is ~10 cm; in a plume.,VIO39-1.csv,28,-1.003,31.619,368.97,98.009,0.37871,-0.12849,12.809,1025.601321,25.419,VIO39,Day 18,158,downcast,Sydkap,Sydkap,3,VIO39-1.csv.28,8/14/19,11:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
